id,numero_recolecta,nombre_cientifico,nombre_comun,habitat,datos_morfologicos,epoca_floracion,epoca_fructificacion,usos_tradicionales,note
801,POL-18BA9693-2025,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
802,POL-5CE5C73E-2023,Monstera deliciosa,Costilla de Adán,"Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]","Monstera deliciosa, llamada comúnmente cerimán o costilla de Adán, es una especie de planta trepadora de la familia Araceae, endémica de selvas tropicales, que se distribuye desde el centro y sur de México hasta el norte de Argentina.[cita requerida]",,,,
803,POL-840DF19E-2023,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
804,POL-43B70C0B-2023,Conocarpus erectus,Mangle botoncillo,"El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia. Es una de las dos especies de mangles pertenecientes al género Conocarpus.","El mangle botoncillo o mangle zaragoza (Conocarpus erectus) es un árbol de la familia Combretaceae que crece en las costas, en las regiones tropicales y subtropicales de todo el mundo, incluyendo Florida, las Bermudas, las Bahamas, el Caribe, Centroamérica y desde el sur de México hasta Brasil en la costa atlántica y de México a Ecuador en la costa del Pacífico, así como en África occidental, Melanesia y Polinesia.",,,
805,POL-D3DA9C01-2023,Swietenia macrophylla,Caoba,"Swietenia macrophylla también llamado caoba de Honduras o caoba (o caobo) de hoja grande, 'aguano' y 'zopilote',​​ es una especie de árboles originaria de la zona intertropical americana perteneciente a la familia de las Meliaceae.","Swietenia macrophylla también llamado caoba de Honduras o caoba (o caobo) de hoja grande, 'aguano' y 'zopilote',​​ es una especie de árboles originaria de la zona intertropical americana perteneciente a la familia de las Meliaceae. Es cultivado como planta ornamental y por su madera que es muy cotizada y utilizada en ebanistería.​",,,Es cultivado como planta ornamental y por su madera que es muy cotizada y utilizada en ebanistería.​,
806,POL-254A3D23-2022,Eichhornia crassipes,Lirio acuático,Su abundancia cambia drásticamente las condiciones de los humedales.,"Quizás esté buscando el género Victoria de la familia de las ninfáceas. El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.","El jacinto de agua, lirio acuático, flor de bora, buchón de agua, camalote, aguapey, lechuguín,​ tarope, tarulla, taruya o  reyna (Eichhornia crassipes)  es una planta acuática de la familia de las Pontederiaceae.",,"Es usada como planta medicinal, fertilizante de suelos y decorativa.",
807,POL-BFECBC68-2025,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
808,POL-5DE2F68F-2025,Nymphaea ampla,Nenúfar,,"Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14. El tamaño del genoma es 772,62 Mb.​ El genoma del cloroplasto tiene una longitud de 159879 pb.​","Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14.",,,
809,POL-3BF114E0-2025,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
810,POL-22762878-2025,Phaseolus vulgaris,Frijol,,"Phaseolus vulgaris es la especie más conocida del género Phaseolus en la familia Fabaceae. Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,"Sus semillas y, por extensión, la propia planta, reciben diversos nombres según la región; entre los más comunes están: alubia,​ judía, frijol,​ frísol,​ frejol,​ habichuela,​​ caraota,​ poroto,​​ etc.",,
811,POL-3D4468BD-2024,Brosimum alicastrum,Ramon,,"El ramón (Brosimum alicastrum), ojoche, nogal maya, o guáimaro (en la costa Caribe de Colombia)  es un árbol de la familia de las Moraceae, división de las angiospermas, que incluye las del género Ficus y las moreras. Se encuentra desde México hasta Perú y Brasil, pasando por Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panamá, Guyana, Venezuela, Brasil, Bolivia, Colombia, Ecuador.",,,,
812,POL-18C76799-2024,Aloe vera,Sábila,"Con unas quinientas (500) especies, el aloe está ampliamente distribuido y se considera una especie invasora en muchas regiones del mundo.​​
Es una planta de hoja perenne, probablemente se originó en la península arábiga, pero crece de forma silvestre en climas tropicales, semitropicales y áridos de todo el mundo.​ Se cultiva para productos comerciales, principalmente como tratamiento tópico utilizado durante siglos.​​ La especie es atractiva con fines decorativos y tiene éxito en interiores como planta de maceta.​
Se utiliza en muchos productos de consumo, incluidas bebidas, lociones para la piel, cosméticos, ungüentos o en forma de gel para quemaduras menores y quemaduras solares.","Aloe vera, también llamada sábila, es una especie suculenta de la familia Asphodelaceae. Con unas quinientas (500) especies, el aloe está ampliamente distribuido y se considera una especie invasora en muchas regiones del mundo.​​
Es una planta de hoja perenne, probablemente se originó en la península arábiga, pero crece de forma silvestre en climas tropicales, semitropicales y áridos de todo el mundo.​ Se cultiva para productos comerciales, principalmente como tratamiento tópico utilizado durante siglos.​​ La especie es atractiva con fines decorativos y tiene éxito en interiores como planta de maceta.​
Se utiliza en muchos productos de consumo, incluidas bebidas, lociones para la piel, cosméticos, ungüentos o en forma de gel para quemaduras menores y quemaduras solares.",,,,
813,POL-205CEAA2-2023,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
814,POL-27D2203A-2023,Attalea cohune,Cohune,,El corozo (Attalea cohune) es una palmera que se encuentra dentro de la familia Arecaceae.,,,,
815,POL-5FF7F4FA-2022,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
816,POL-722C95C8-2025,Roystonea regia,Palma real cubana,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo. Es también el más simbólico de los campos de Cuba,  donde es reconocido como árbol nacional.",,,"Roystonea regia, conocida como palma real, es una especie de  palma cuya altura, elegancia y fácil cultivo la ha convertido en una de los árboles utilizados como ornamental más común en el mundo.",
817,POL-99CC658F-2024,Avicennia germinans,Mangle negro,"Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre.","Avicennia germinans, llamado popularmente mangle blanco,​ mangle prieto o mangle negro,​ es un árbol de la familia Acanthaceae.​ Desempeña un papel clave en el ecosistema del manglar como barrera contra las mareas y resguardo, crianza y protección de la vida silvestre. Crece en regiones tropicales y subtropicales de América, en ambas costas, del Atlántico y del Pacífico, y en la costa del Atlántico de África tropical, donde prospera en las orillas arenosas.",Es común en áreas costeras de Texas y Florida y habita desde norte de Luisiana y Georgia en los Estados Unidos y por las costas hasta Sudamérica.,,,
818,POL-394B0CC2-2025,Cedrela odorata,Cedro,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​","Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",,,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",
819,POL-C15BAAD5-2024,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
820,POL-544305EE-2024,Delonix regia,Flaming,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.","Delonix regia, comúnmente llamado Chivato, Tabachín, Malinche, Árbol de Caballero, Árbol de fuego​, Ponciana Real,  flamboyant, flamboyán, Framboyán de Madagascar o Clavellino de Madagascar, entre otros nombres, es un árbol de la familia de las fabáceas. Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.","Es uno de los árboles más coloridos del mundo por sus flores rojas, anaranjadas, y por su follaje verde brillante puede llegar a medir hasta 12 m.",,"En América Tropical se considera como especie exótica ornamental, por lo que tiene una distribución amplia.",
821,POL-9C1DEDD7-2024,Enterolobium cyclocarpum,Guanacaste,"Es un árbol nativo de América, de regiones tropicales y templadas cálidas.","Enterolobium cyclocarpum es una especie de árbol del orden Fabales, familia Fabaceae. Es un árbol nativo de América, de regiones tropicales y templadas cálidas.",,,Es una especie maderable y a veces se usa como árbol de ornato.,
822,POL-775639C9-2025,Ceiba pentandra,Ceiba,"En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​","Ceiba pentandra, llamado comúnmente ceiba, ceibo, pochote, huimba, o yaxché,​ es un árbol de la familia Malvaceae​ (anteriormente perteneciente a la familia Bombacaceae). En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​",,"En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​","En algunas zonas al árbol y la fibra que se obtiene de las semillas se les llama en inglés como kapok, nombre derivado del malayo que originalmente se aplicaba a Bombax ceiba, nativo de Asia tropical.​ Es originario de la región de Mesoamérica y se distribuye mundialmente por la zona intertropical.​​ Se cultiva en plantaciones para la obtención de fibra y aceite, así como también se utiliza de forma ornamental, en la reforestación y la carpintería.​",
823,POL-C018F16D-2022,Attalea cohune,Cohune,,El corozo (Attalea cohune) es una palmera que se encuentra dentro de la familia Arecaceae.,,,,
824,POL-6E1D6B78-2023,Tabebuia rosea,Maculís,"Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú.","Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú. Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",,,"Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",
825,POL-619A56AB-2022,Lysiloma latisiliquum,Tzalam,"Habita en zonas con vegetación tropical húmeda y en las cercanías del manglar, en elevaciones menores a los 250 m s.","El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas. Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.","Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.",,"El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas.",
826,POL-8EAD397F-2025,Chamaedorea elegans,Palma camedor,,"Chamaedorea elegans, también conocida como camaedorea, pacaya o palmera de salón, es una especie de pequeña palmera perteneciente a la familia Arecaceae. Es muy popular como planta de interior.",,,,
827,POL-6183F6A4-2023,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
828,POL-A2B509C3-2023,Rhizophora mangle,Mangle rojo,"Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal.","Rhizophora mangle llamado comúnmente mangle rojo ​ es una especie vegetal de la familia Rhizophoraceae,​ la cual cuenta con alrededor de 120 especies distribuidas en 16 géneros, siendo el género Rhizophora el más conocido, dominando las partes más anegadas de los ecosistemas manglar y la zona intermareal. Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",,,"Es una especie adaptada a ambientes salinos y tolera mayor salinidad que los otros mangles y sirve de refugio a animales terrestres y acuáticos.​ El mangle rojo es uno de los árboles emblemáticos de Venezuela.​ Tiene múltiples usos desde maderable, medicinal, curtiente, para construcción y melífero.​​",
829,POL-7D97C037-2022,Rosmarinus officinalis,Romero,,"Salvia rosmarinus,​ conocida popularmente como romero, es una hierba leñosa perenne, con follaje siempre verde y flores blancas, rosas, púrpuras o azules, perteneciente a la familia Lamiaceae, nativa de la región mediterránea. Hasta el año 2017 la especie era conocida por el nombre científico Rosmarinus officinalis, ahora un sinónimo.​​","Salvia rosmarinus,​ conocida popularmente como romero, es una hierba leñosa perenne, con follaje siempre verde y flores blancas, rosas, púrpuras o azules, perteneciente a la familia Lamiaceae, nativa de la región mediterránea.",,,
830,POL-4F70B09E-2023,Nymphaea ampla,Nenúfar,,"Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14. El tamaño del genoma es 772,62 Mb.​ El genoma del cloroplasto tiene una longitud de 159879 pb.​","Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14.",,,
831,POL-C3ABE384-2023,Tabebuia rosea,Maculís,"Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú.","Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú. Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",,,"Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",
832,POL-9831FDB7-2023,Tabebuia rosea,Maculís,"Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú.","Tabebuia rosea, llamado comúnmente tajibo, apamate, mocoque,  matilisguate en Guatemala, maculís, macuilís, macuelizo, maquilishuat, guayacán rosado o  roble de sabana , es un árbol de la familia de las bignonáceas.​ Es nativo de México, Guatemala, El Salvador  y otras regiones de Centroamérica, llegando a Colombia (Villeta, Cundinamarca), Panamá, Venezuela y Perú. Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",,,"Es el árbol nacional de El Salvador,​ Se utiliza como árbol ornamental en parques, plazas y avenidas; y por su madera usada en ebanistería.​",
833,POL-E8E51BCE-2023,Laguncularia racemosa,Mangle blanco,"Laguncularia racemosa, conocido también en Cuba como patabán,​ y en Colombia, Venezuela y Costa Rica como mangle blanco o mereicillo, es la única especie del género monotípico Laguncularia.","Laguncularia racemosa, conocido también en Cuba como patabán,​ y en Colombia, Venezuela y Costa Rica como mangle blanco o mereicillo, es la única especie del género monotípico Laguncularia.",,,,
834,POL-3D3A3E7E-2024,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
835,POL-B82A65EB-2023,Mentha spicata,Menta,,"Mentha spicata, conocida popularmente como hierbabuena, yerbabuena o menta de jardín, es una especie del género Mentha, una hierba aromática muy empleada en gastronomía y perfumería por su aroma intenso y fresco.",,,,
836,POL-3CE0528F-2024,Philodendron spp.,Filodendro,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
837,POL-F4D3B71E-2024,Anthurium spp.,Anturio,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
838,POL-CCC9847D-2023,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
839,POL-DE49FCA0-2023,Solanum lycopersicum,Tomate,,"Solanum lycopersicum, conocida comúnmente como tomate o tomatera es una especie de planta herbácea del género Solanum de la familia Solanaceae. Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",,"Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.","Es una planta de importancia global por su uso como alimento.​ La planta es cultivada en el mundo entero para el consumo de su fruto, el tomate o jitomate, tanto fresco como procesado de diferentes maneras: salsa, puré, zumo, deshidratado, enlatado, etc.",
840,POL-3B18BF72-2024,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
841,POL-44798B03-2024,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
842,POL-CD534DA7-2023,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
843,POL-0AB8CB40-2024,Astrocaryum mexicanum,Chocho,,Astrocaryum mexicanum es una especie de planta de la familia de las palmeras (Arecaceae). Astrocaryum mexicanum fue descrita por Liebm.,,,,
844,POL-DE8D2D33-2023,Heliconia spp.,Heliconia,,Planta del grupo; características morfológicas varían por especie.,,,,fallback template (no wiki extract)
845,POL-5DB8D7BB-2024,Lysiloma latisiliquum,Tzalam,"Habita en zonas con vegetación tropical húmeda y en las cercanías del manglar, en elevaciones menores a los 250 m s.","El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas. Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.","Es nativo de la Florida en el sur de Estados Unidos, las Bahamas, el Caribe, sur de México y el norte de América Central.​ Sin embargo en su mayor parte se encuentra restringido a la península de Yucatán.",,"El tsalam o tzalam (Lysiloma latisiliquum), también llamado abey​ en las Antillas y Venezuela, es un árbol maderable de la familia de las fabáceas.",
846,POL-19833623-2025,Nymphaea ampla,Nenúfar,,"Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14. El tamaño del genoma es 772,62 Mb.​ El genoma del cloroplasto tiene una longitud de 159879 pb.​","Nymphaea ampla es una especie de planta con flores de la familia Nymphaeaceae.​ Es originaria de Texas, Florida, México, América Central, el Caribe y el norte y oeste de América del Sur.​ El recuento de cromosomas es n = 14.",,,
847,POL-56B6864D-2024,Manihot esculenta,Yuca,Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario. Es originaria del centro de América del Sur y se ha cultivado en la mayor parte de las zonas tropicales y subtropicales del continente americano.",,,"Manihot esculenta, llamada comúnmente yuca, aipim, casabe, casava, guacamota, lumu o mandioca, es un arbusto perenne de la familia de las euforbiáceas extensamente cultivado en América, África y Oceanía por sus raíces con almidones de alto valor alimentario.",
848,POL-89A654B1-2025,Bougainvillea spectabilis,Bugambilia,,Bougainvillea spectabilis es una planta trepadora de la familia Nyctaginaceae. Es originaria de Brasil donde se encuentra en la Amazonia y la Mata Atlántica.​,,,,
849,POL-0F0A0429-2022,Zea mays,Maíz,,"El maíz (Zea mays) o choclo es una especie de planta gramínea originaria de Mesoamérica. Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,"Su infrutescencia femenina se llama mazorca, elote o choclo y allí crecen granos comestibles.",,
850,POL-C133E600-2024,Cedrela odorata,Cedro,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​","Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",,,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",
851,POL-404D59C3-2024,Cedrela odorata,Cedro,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​","Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",,,"Cedrela odorata, llamado comúnmente cedro americano,​ es un árbol de la familia de las Meliáceas de la zona intertropical americana.​ Su madera tiene un gran valor comercial que por su calidad se utiliza en ebanistería y carpintería, también se usa como árbol ornamental en avenidas, parques, plazas.​",
852,POL-73EFA832-2024,Capsicum annuum,Chile,,"Capsicum annuum, llamado comúnmente pimiento morrón, pimiento dulce, chile morrón, ají morrón, ají dulce, locote o en algunos países pimentón, entre una multitud de localismos, es la especie más conocida, extendida y cultivada del género Capsicum, de la familia de las solanáceas. Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,"Todas las innumerables formas, tamaños, colores y sabores de sus frutos, descritos y nombrados en la cultura popular, corresponden en realidad a esta misma especie.",,
853,POL-28E7FA9D-2023,Laguncularia racemosa,Mangle blanco,"Laguncularia racemosa, conocido también en Cuba como patabán,​ y en Colombia, Venezuela y Costa Rica como mangle blanco o mereicillo, es la única especie del género monotípico Laguncularia.","Laguncularia racemosa, conocido también en Cuba como patabán,​ y en Colombia, Venezuela y Costa Rica como mangle blanco o mereicillo, es la única especie del género monotípico Laguncularia.",,,,
